any;mes;motiu;quantitat;tipo
2016;1;EMIGRACIO;405;baixa
2016;1;DEFUNCIO;98;baixa
2016;2;INSCRIPCIO INDEGUDA;11;baixa
2016;2;EMIGRACIO;431;baixa
2016;2;DEFUNCIO;94;baixa
2016;3;INSCRIPCIO INDEGUDA;6;baixa
2016;3;EMIGRACIO;375;baixa
2016;3;DEFUNCIO;112;baixa
2016;4;INSCRIPCIO INDEGUDA;132;baixa
2016;4;EMIGRACIO;501;baixa
2016;4;DEFUNCIO;82;baixa
2016;5;INSCRIPCIO INDEGUDA;3;baixa
2016;5;EMIGRACIO;416;baixa
2016;5;DEFUNCIO;72;baixa
2016;6;INSCRIPCIO INDEGUDA;6;baixa
2016;6;EMIGRACIO;369;baixa
2016;6;DEFUNCIO;60;baixa
2016;7;INSCRIPCIO INDEGUDA;81;baixa
2016;7;EMIGRACIO;400;baixa
2016;7;DEFUNCIO;98;baixa
2016;8;INSCRIPCIO INDEGUDA;496;baixa
2016;8;EMIGRACIO;393;baixa
2016;8;DEFUNCIO;79;baixa
2016;9;INSCRIPCIO INDEGUDA;7;baixa
2016;9;EMIGRACIO;488;baixa
2016;9;DEFUNCIO;88;baixa
2016;10;INSCRIPCIO INDEGUDA;819;baixa
2016;10;EMIGRACIO;400;baixa
2016;10;DEFUNCIO;82;baixa
2016;11;INSCRIPCIO INDEGUDA;1;baixa
2016;11;EMIGRACIO;449;baixa
2016;11;DEFUNCIO;86;baixa
2016;12;INSCRIPCIO INDEGUDA;5;baixa
2016;12;EMIGRACIO;332;baixa
2016;12;DEFUNCIO;100;baixa
2015;1;INSCRIPCIO INDEGUDA;3;baixa
2015;1;EMIGRACIO;394;baixa
2015;1;DEFUNCIO;112;baixa
2015;2;INSCRIPCIO INDEGUDA;6;baixa
2015;2;EMIGRACIO;443;baixa
2015;2;DEFUNCIO;95;baixa
2015;3;INSCRIPCIO INDEGUDA;5;baixa
2015;3;EMIGRACIO;468;baixa
2015;3;DEFUNCIO;98;baixa
2015;4;INSCRIPCIO INDEGUDA;3;baixa
2015;4;EMIGRACIO;431;baixa
2015;4;DEFUNCIO;81;baixa
2015;5;INSCRIPCIO INDEGUDA;2;baixa
2015;5;EMIGRACIO;451;baixa
2015;5;DEFUNCIO;69;baixa
2015;6;INSCRIPCIO INDEGUDA;96;baixa
2015;6;EMIGRACIO;468;baixa
2015;6;DEFUNCIO;82;baixa
2015;7;INSCRIPCIO INDEGUDA;6;baixa
2015;7;EMIGRACIO;501;baixa
2015;7;DEFUNCIO;72;baixa
2015;8;INSCRIPCIO INDEGUDA;85;baixa
2015;8;EMIGRACIO;426;baixa
2015;8;DEFUNCIO;80;baixa
2015;9;INSCRIPCIO INDEGUDA;1;baixa
2015;9;EMIGRACIO;465;baixa
2015;9;DEFUNCIO;77;baixa
2015;10;INSCRIPCIO INDEGUDA;6;baixa
2015;10;EMIGRACIO;418;baixa
2015;10;DEFUNCIO;80;baixa
2015;11;INSCRIPCIO INDEGUDA;3;baixa
2015;11;EMIGRACIO;404;baixa
2015;11;DEFUNCIO;75;baixa
2015;12;INSCRIPCIO INDEGUDA;3;baixa
2015;12;EMIGRACIO;382;baixa
2015;12;DEFUNCIO;99;baixa
2014;1;INSCRIPCIO INDEGUDA;473;baixa
2014;1;EMIGRACIO;412;baixa
2014;1;DEFUNCIO;97;baixa
2014;2;INSCRIPCIO INDEGUDA;5;baixa
2014;2;EMIGRACIO;422;baixa
2014;2;DEFUNCIO;79;baixa
2014;3;INSCRIPCIO INDEGUDA;7;baixa
2014;3;EMIGRACIO;507;baixa
2014;3;DEFUNCIO;99;baixa
2014;4;INSCRIPCIO INDEGUDA;251;baixa
2014;4;EMIGRACIO;376;baixa
2014;4;DEFUNCIO;73;baixa
2014;5;INSCRIPCIO INDEGUDA;4;baixa
2014;5;EMIGRACIO;501;baixa
2014;5;DEFUNCIO;73;baixa
2014;6;INSCRIPCIO INDEGUDA;10;baixa
2014;6;EMIGRACIO;432;baixa
2014;6;DEFUNCIO;74;baixa
2014;7;INSCRIPCIO INDEGUDA;144;baixa
2014;7;EMIGRACIO;446;baixa
2014;7;DEFUNCIO;81;baixa
2014;8;INSCRIPCIO INDEGUDA;5;baixa
2014;8;EMIGRACIO;365;baixa
2014;8;DEFUNCIO;68;baixa
2014;9;INSCRIPCIO INDEGUDA;12;baixa
2014;9;EMIGRACIO;495;baixa
2014;9;DEFUNCIO;69;baixa
2014;10;INSCRIPCIO INDEGUDA;7;baixa
2014;10;EMIGRACIO;429;baixa
2014;10;DEFUNCIO;78;baixa
2014;11;INSCRIPCIO INDEGUDA;5;baixa
2014;11;EMIGRACIO;388;baixa
2014;11;DEFUNCIO;68;baixa
2014;12;INSCRIPCIO INDEGUDA;4;baixa
2014;12;EMIGRACIO;331;baixa
2014;12;DEFUNCIO;75;baixa
2013;1;INSCRIPCIO INDEGUDA;9;baixa
2013;1;EMIGRACIO;484;baixa
2013;1;DEFUNCIO;87;baixa
2013;2;INSCRIPCIO INDEGUDA;590;baixa
2013;2;EMIGRACIO;407;baixa
2013;2;DEFUNCIO;89;baixa
2013;3;INSCRIPCIO INDEGUDA;9;baixa
2013;3;EMIGRACIO;458;baixa
2013;3;DEFUNCIO;91;baixa
2013;4;INSCRIPCIO INDEGUDA;7;baixa
2013;4;EMIGRACIO;436;baixa
2013;4;DEFUNCIO;84;baixa
2013;5;INSCRIPCIO INDEGUDA;14;baixa
2013;5;EMIGRACIO;457;baixa
2013;5;DEFUNCIO;71;baixa
2013;6;INSCRIPCIO INDEGUDA;246;baixa
2013;6;EMIGRACIO;438;baixa
2013;6;DEFUNCIO;79;baixa
2013;7;INSCRIPCIO INDEGUDA;7;baixa
2013;7;EMIGRACIO;497;baixa
2013;7;DEFUNCIO;96;baixa
2013;8;INSCRIPCIO INDEGUDA;2;baixa
2013;8;EMIGRACIO;365;baixa
2013;8;DEFUNCIO;85;baixa
2013;9;INSCRIPCIO INDEGUDA;8;baixa
2013;9;EMIGRACIO;466;baixa
2013;9;DEFUNCIO;72;baixa
2013;10;INSCRIPCIO INDEGUDA;217;baixa
2013;10;EMIGRACIO;464;baixa
2013;10;DEFUNCIO;82;baixa
2013;11;INSCRIPCIO INDEGUDA;7;baixa
2013;11;EMIGRACIO;374;baixa
2013;11;DEFUNCIO;74;baixa
2013;12;INSCRIPCIO INDEGUDA;22;baixa
2013;12;EMIGRACIO;323;baixa
2013;12;DEFUNCIO;96;baixa
2012;1;INSCRIPCIO INDEGUDA;9;baixa
2012;1;EMIGRACIO;484;baixa
2012;1;DEFUNCIO;75;baixa
2012;2;INSCRIPCIO INDEGUDA;133;baixa
2012;2;EMIGRACIO;460;baixa
2012;2;DEFUNCIO;110;baixa
2012;3;INSCRIPCIO INDEGUDA;6;baixa
2012;3;EMIGRACIO;501;baixa
2012;3;DEFUNCIO;94;baixa
2012;4;INSCRIPCIO INDEGUDA;7;baixa
2012;4;EMIGRACIO;393;baixa
2012;4;DEFUNCIO;66;baixa
2012;5;INSCRIPCIO INDEGUDA;6;baixa
2012;5;EMIGRACIO;501;baixa
2012;5;DEFUNCIO;95;baixa
2012;6;INSCRIPCIO INDEGUDA;380;baixa
2012;6;EMIGRACIO;455;baixa
2012;6;DEFUNCIO;78;baixa
2012;7;INSCRIPCIO INDEGUDA;9;baixa
2012;7;EMIGRACIO;516;baixa
2012;7;DEFUNCIO;57;baixa
2012;8;INSCRIPCIO INDEGUDA;5;baixa
2012;8;EMIGRACIO;492;baixa
2012;8;DEFUNCIO;74;baixa
2012;9;INSCRIPCIO INDEGUDA;3;baixa
2012;9;EMIGRACIO;608;baixa
2012;9;DEFUNCIO;76;baixa
2012;10;INSCRIPCIO INDEGUDA;3;baixa
2012;10;EMIGRACIO;488;baixa
2012;10;DEFUNCIO;89;baixa
2012;11;INSCRIPCIO INDEGUDA;4;baixa
2012;11;EMIGRACIO;405;baixa
2012;11;DEFUNCIO;73;baixa
2012;12;INSCRIPCIO INDEGUDA;7;baixa
2012;12;EMIGRACIO;411;baixa
2012;12;DEFUNCIO;77;baixa
2011;1;INSCRIPCIO INDEGUDA;15;baixa
2011;1;EMIGRACIO;471;baixa
2011;1;DEFUNCIO;106;baixa
2011;2;INSCRIPCIO INDEGUDA;16;baixa
2011;2;EMIGRACIO;516;baixa
2011;2;DEFUNCIO;92;baixa
2011;3;INSCRIPCIO INDEGUDA;9;baixa
2011;3;EMIGRACIO;517;baixa
2011;3;DEFUNCIO;104;baixa
2011;4;INSCRIPCIO INDEGUDA;9;baixa
2011;4;EMIGRACIO;404;baixa
2011;4;DEFUNCIO;83;baixa
2011;5;INSCRIPCIO INDEGUDA;304;baixa
2011;5;EMIGRACIO;555;baixa
2011;5;DEFUNCIO;85;baixa
2011;6;INSCRIPCIO INDEGUDA;12;baixa
2011;6;EMIGRACIO;482;baixa
2011;6;DEFUNCIO;74;baixa
2011;7;INSCRIPCIO INDEGUDA;15;baixa
2011;7;EMIGRACIO;450;baixa
2011;7;DEFUNCIO;66;baixa
2011;8;INSCRIPCIO INDEGUDA;6;baixa
2011;8;EMIGRACIO;479;baixa
2011;8;DEFUNCIO;77;baixa
2011;9;INSCRIPCIO INDEGUDA;15;baixa
2011;9;EMIGRACIO;648;baixa
2011;9;DEFUNCIO;83;baixa
2011;10;INSCRIPCIO INDEGUDA;17;baixa
2011;10;EMIGRACIO;475;baixa
2011;10;DEFUNCIO;85;baixa
2011;11;INSCRIPCIO INDEGUDA;194;baixa
2011;11;EMIGRACIO;425;baixa
2011;11;DEFUNCIO;70;baixa
2011;12;INSCRIPCIO INDEGUDA;14;baixa
2011;12;EMIGRACIO;407;baixa
2011;12;DEFUNCIO;94;baixa
2010;1;INSCRIPCIO INDEGUDA;16;baixa
2010;1;EMIGRACIO;466;baixa
2010;1;DEFUNCIO;97;baixa
2010;2;INSCRIPCIO INDEGUDA;690;baixa
2010;2;EMIGRACIO;540;baixa
2010;2;DEFUNCIO;74;baixa
2010;3;INSCRIPCIO INDEGUDA;19;baixa
2010;3;EMIGRACIO;548;baixa
2010;3;DEFUNCIO;90;baixa
2010;4;INSCRIPCIO INDEGUDA;9;baixa
2010;4;EMIGRACIO;503;baixa
2010;4;DEFUNCIO;62;baixa
2010;5;INSCRIPCIO INDEGUDA;16;baixa
2010;5;EMIGRACIO;589;baixa
2010;5;DEFUNCIO;90;baixa
2010;6;INSCRIPCIO INDEGUDA;9;baixa
2010;6;EMIGRACIO;540;baixa
2010;6;DEFUNCIO;70;baixa
2010;7;INSCRIPCIO INDEGUDA;193;baixa
2010;7;EMIGRACIO;390;baixa
2010;7;DEFUNCIO;74;baixa
2010;8;INSCRIPCIO INDEGUDA;6;baixa
2010;8;EMIGRACIO;534;baixa
2010;8;DEFUNCIO;63;baixa
2010;9;INSCRIPCIO INDEGUDA;8;baixa
2010;9;EMIGRACIO;586;baixa
2010;9;DEFUNCIO;74;baixa
2010;10;INSCRIPCIO INDEGUDA;218;baixa
2010;10;EMIGRACIO;6110;baixa
2010;10;DEFUNCIO;87;baixa
2010;11;INSCRIPCIO INDEGUDA;8;baixa
2010;11;EMIGRACIO;485;baixa
2010;11;DEFUNCIO;70;baixa
2010;12;INSCRIPCIO INDEGUDA;11;baixa
2010;12;EMIGRACIO;499;baixa
2010;12;DEFUNCIO;84;baixa
2009;1;INSCRIPCIO INDEGUDA;10;baixa
2009;1;EMIGRACIO;472;baixa
2009;1;DEFUNCIO;101;baixa
2009;2;INSCRIPCIO INDEGUDA;5;baixa
2009;2;EMIGRACIO;474;baixa
2009;2;DEFUNCIO;85;baixa
2009;3;INSCRIPCIO INDEGUDA;153;baixa
2009;3;EMIGRACIO;559;baixa
2009;3;DEFUNCIO;87;baixa
2009;4;INSCRIPCIO INDEGUDA;6;baixa
2009;4;EMIGRACIO;520;baixa
2009;4;DEFUNCIO;83;baixa
2009;5;INSCRIPCIO INDEGUDA;10;baixa
2009;5;EMIGRACIO;432;baixa
2009;5;DEFUNCIO;77;baixa
2009;6;INSCRIPCIO INDEGUDA;205;baixa
2009;6;EMIGRACIO;490;baixa
2009;6;DEFUNCIO;72;baixa
2009;7;INSCRIPCIO INDEGUDA;9;baixa
2009;7;EMIGRACIO;533;baixa
2009;7;DEFUNCIO;70;baixa
2009;8;INSCRIPCIO INDEGUDA;9;baixa
2009;8;EMIGRACIO;447;baixa
2009;8;DEFUNCIO;84;baixa
2009;9;INSCRIPCIO INDEGUDA;93;baixa
2009;9;EMIGRACIO;580;baixa
2009;9;DEFUNCIO;75;baixa
2009;10;INSCRIPCIO INDEGUDA;58;baixa
2009;10;EMIGRACIO;432;baixa
2009;10;DEFUNCIO;87;baixa
2009;11;INSCRIPCIO INDEGUDA;8;baixa
2009;11;EMIGRACIO;467;baixa
2009;11;DEFUNCIO;87;baixa
2009;12;INSCRIPCIO INDEGUDA;24;baixa
2009;12;EMIGRACIO;446;baixa
2009;12;DEFUNCIO;97;baixa
2008;1;INSCRIPCIO INDEGUDA;29;baixa
2008;1;EMIGRACIO;544;baixa
2008;1;DEFUNCIO;93;baixa
2008;2;INSCRIPCIO INDEGUDA;13;baixa
2008;2;EMIGRACIO;544;baixa
2008;2;DEFUNCIO;81;baixa
2008;3;INSCRIPCIO INDEGUDA;16;baixa
2008;3;EMIGRACIO;533;baixa
2008;3;DEFUNCIO;83;baixa
2008;4;INSCRIPCIO INDEGUDA;19;baixa
2008;4;EMIGRACIO;549;baixa
2008;4;DEFUNCIO;83;baixa
2008;5;INSCRIPCIO INDEGUDA;66;baixa
2008;5;EMIGRACIO;498;baixa
2008;5;DEFUNCIO;78;baixa
2008;6;INSCRIPCIO INDEGUDA;13;baixa
2008;6;EMIGRACIO;553;baixa
2008;6;DEFUNCIO;65;baixa
2008;7;INSCRIPCIO INDEGUDA;13;baixa
2008;7;EMIGRACIO;506;baixa
2008;7;DEFUNCIO;72;baixa
2008;8;INSCRIPCIO INDEGUDA;13;baixa
2008;8;EMIGRACIO;448;baixa
2008;8;DEFUNCIO;75;baixa
2008;9;INSCRIPCIO INDEGUDA;96;baixa
2008;9;EMIGRACIO;565;baixa
2008;9;DEFUNCIO;67;baixa
2008;10;INSCRIPCIO INDEGUDA;83;baixa
2008;10;EMIGRACIO;490;baixa
2008;10;DEFUNCIO;77;baixa
2008;11;INSCRIPCIO INDEGUDA;5;baixa
2008;11;EMIGRACIO;475;baixa
2008;11;DEFUNCIO;97;baixa
2008;12;INSCRIPCIO INDEGUDA;3;baixa
2008;12;EMIGRACIO;417;baixa
2008;12;DEFUNCIO;86;baixa
2007;1;INSCRIPCIO INDEGUDA;33;baixa
2007;1;EMIGRACIO;544;baixa
2007;1;DEFUNCIO;109;baixa
2007;2;INSCRIPCIO INDEGUDA;33;baixa
2007;2;EMIGRACIO;437;baixa
2007;2;DEFUNCIO;77;baixa
2007;3;INSCRIPCIO INDEGUDA;16;baixa
2007;3;EMIGRACIO;615;baixa
2007;3;DEFUNCIO;89;baixa
2007;4;INSCRIPCIO INDEGUDA;16;baixa
2007;4;EMIGRACIO;619;baixa
2007;4;DEFUNCIO;74;baixa
2007;5;INSCRIPCIO INDEGUDA;14;baixa
2007;5;EMIGRACIO;564;baixa
2007;5;DEFUNCIO;77;baixa
2007;6;INSCRIPCIO INDEGUDA;16;baixa
2007;6;EMIGRACIO;502;baixa
2007;6;DEFUNCIO;67;baixa
2007;7;INSCRIPCIO INDEGUDA;23;baixa
2007;7;EMIGRACIO;475;baixa
2007;7;DEFUNCIO;79;baixa
2007;8;INSCRIPCIO INDEGUDA;23;baixa
2007;8;EMIGRACIO;568;baixa
2007;8;DEFUNCIO;71;baixa
2007;9;INSCRIPCIO INDEGUDA;10;baixa
2007;9;EMIGRACIO;597;baixa
2007;9;DEFUNCIO;74;baixa
2007;10;INSCRIPCIO INDEGUDA;15;baixa
2007;10;EMIGRACIO;597;baixa
2007;10;DEFUNCIO;67;baixa
2007;11;INSCRIPCIO INDEGUDA;23;baixa
2007;11;EMIGRACIO;548;baixa
2007;11;DEFUNCIO;69;baixa
2007;12;INSCRIPCIO INDEGUDA;15;baixa
2007;12;EMIGRACIO;393;baixa
2007;12;DEFUNCIO;97;baixa
2006;1;INSCRIPCIO INDEGUDA;24;baixa
2006;1;EMIGRACIO;408;baixa
2006;1;DEFUNCIO;103;baixa
2006;2;INSCRIPCIO INDEGUDA;37;baixa
2006;2;EMIGRACIO;458;baixa
2006;2;DEFUNCIO;93;baixa
2006;3;INSCRIPCIO INDEGUDA;22;baixa
2006;3;EMIGRACIO;583;baixa
2006;3;DEFUNCIO;89;baixa
2006;4;INSCRIPCIO INDEGUDA;9;baixa
2006;4;EMIGRACIO;369;baixa
2006;4;DEFUNCIO;67;baixa
2006;5;INSCRIPCIO INDEGUDA;16;baixa
2006;5;EMIGRACIO;503;baixa
2006;5;DEFUNCIO;65;baixa
2006;6;INSCRIPCIO INDEGUDA;23;baixa
2006;6;EMIGRACIO;517;baixa
2006;6;DEFUNCIO;78;baixa
2006;7;INSCRIPCIO INDEGUDA;18;baixa
2006;7;EMIGRACIO;472;baixa
2006;7;DEFUNCIO;90;baixa
2006;8;INSCRIPCIO INDEGUDA;11;baixa
2006;8;EMIGRACIO;523;baixa
2006;8;DEFUNCIO;75;baixa
2006;9;INSCRIPCIO INDEGUDA;11;baixa
2006;9;EMIGRACIO;607;baixa
2006;9;DEFUNCIO;82;baixa
2006;10;INSCRIPCIO INDEGUDA;15;baixa
2006;10;EMIGRACIO;559;baixa
2006;10;DEFUNCIO;65;baixa
2006;11;INSCRIPCIO INDEGUDA;29;baixa
2006;11;EMIGRACIO;547;baixa
2006;11;DEFUNCIO;79;baixa
2006;12;INSCRIPCIO INDEGUDA;17;baixa
2006;12;EMIGRACIO;492;baixa
2006;12;DEFUNCIO;68;baixa
2005;1;INSCRIPCIO INDEGUDA;20;baixa
2005;1;EMIGRACIO;374;baixa
2005;1;DEFUNCIO;134;baixa
2005;2;INSCRIPCIO INDEGUDA;26;baixa
2005;2;EMIGRACIO;306;baixa
2005;2;DEFUNCIO;115;baixa
2005;3;INSCRIPCIO INDEGUDA;43;baixa
2005;3;EMIGRACIO;395;baixa
2005;3;DEFUNCIO;92;baixa
2005;4;INSCRIPCIO INDEGUDA;32;baixa
2005;4;EMIGRACIO;439;baixa
2005;4;DEFUNCIO;75;baixa
2005;5;INSCRIPCIO INDEGUDA;33;baixa
2005;5;EMIGRACIO;414;baixa
2005;5;DEFUNCIO;97;baixa
2005;6;INSCRIPCIO INDEGUDA;13;baixa
2005;6;EMIGRACIO;418;baixa
2005;6;DEFUNCIO;83;baixa
2005;7;INSCRIPCIO INDEGUDA;8;baixa
2005;7;EMIGRACIO;335;baixa
2005;7;DEFUNCIO;74;baixa
2005;8;INSCRIPCIO INDEGUDA;14;baixa
2005;8;EMIGRACIO;463;baixa
2005;8;DEFUNCIO;87;baixa
2005;9;INSCRIPCIO INDEGUDA;25;baixa
2005;9;EMIGRACIO;503;baixa
2005;9;DEFUNCIO;76;baixa
2005;10;INSCRIPCIO INDEGUDA;31;baixa
2005;10;EMIGRACIO;416;baixa
2005;10;DEFUNCIO;76;baixa
2005;11;INSCRIPCIO INDEGUDA;32;baixa
2005;11;EMIGRACIO;399;baixa
2005;11;DEFUNCIO;81;baixa
2005;12;INSCRIPCIO INDEGUDA;33;baixa
2005;12;EMIGRACIO;417;baixa
2005;12;DEFUNCIO;91;baixa
2004;1;INSCRIPCIO INDEGUDA;3;baixa
2004;1;EMIGRACIO;351;baixa
2004;1;DEFUNCIO;105;baixa
2004;2;INSCRIPCIO INDEGUDA;23;baixa
2004;2;EMIGRACIO;264;baixa
2004;2;DEFUNCIO;62;baixa
2004;3;INSCRIPCIO INDEGUDA;15;baixa
2004;3;EMIGRACIO;328;baixa
2004;3;DEFUNCIO;97;baixa
2004;4;INSCRIPCIO INDEGUDA;38;baixa
2004;4;EMIGRACIO;346;baixa
2004;4;DEFUNCIO;85;baixa
2004;5;INSCRIPCIO INDEGUDA;26;baixa
2004;5;EMIGRACIO;336;baixa
2004;5;DEFUNCIO;72;baixa
2004;6;INSCRIPCIO INDEGUDA;6;baixa
2004;6;EMIGRACIO;306;baixa
2004;6;DEFUNCIO;69;baixa
2004;7;INSCRIPCIO INDEGUDA;9;baixa
2004;7;EMIGRACIO;327;baixa
2004;7;DEFUNCIO;91;baixa
2004;8;INSCRIPCIO INDEGUDA;9;baixa
2004;8;EMIGRACIO;329;baixa
2004;8;DEFUNCIO;61;baixa
2004;9;INSCRIPCIO INDEGUDA;15;baixa
2004;9;EMIGRACIO;369;baixa
2004;9;DEFUNCIO;69;baixa
2004;10;INSCRIPCIO INDEGUDA;17;baixa
2004;10;EMIGRACIO;303;baixa
2004;10;DEFUNCIO;71;baixa
2004;11;INSCRIPCIO INDEGUDA;13;baixa
2004;11;EMIGRACIO;249;baixa
2004;11;DEFUNCIO;81;baixa
2004;12;INSCRIPCIO INDEGUDA;14;baixa
2004;12;EMIGRACIO;364;baixa
2004;12;DEFUNCIO;87;baixa
2003;1;INSCRIPCIO INDEGUDA;11;baixa
2003;1;EMIGRACIO;382;baixa
2003;1;DEFUNCIO;119;baixa
2003;2;INSCRIPCIO INDEGUDA;15;baixa
2003;2;EMIGRACIO;295;baixa
2003;2;DEFUNCIO;74;baixa
2003;3;INSCRIPCIO INDEGUDA;17;baixa
2003;3;EMIGRACIO;327;baixa
2003;3;DEFUNCIO;82;baixa
2003;4;INSCRIPCIO INDEGUDA;25;baixa
2003;4;EMIGRACIO;280;baixa
2003;4;DEFUNCIO;76;baixa
2003;5;INSCRIPCIO INDEGUDA;40;baixa
2003;5;EMIGRACIO;247;baixa
2003;5;DEFUNCIO;68;baixa
2003;6;INSCRIPCIO INDEGUDA;27;baixa
2003;6;EMIGRACIO;297;baixa
2003;6;DEFUNCIO;81;baixa
2003;7;INSCRIPCIO INDEGUDA;28;baixa
2003;7;EMIGRACIO;290;baixa
2003;7;DEFUNCIO;97;baixa
2003;8;INSCRIPCIO INDEGUDA;3;baixa
2003;8;EMIGRACIO;301;baixa
2003;8;DEFUNCIO;93;baixa
2003;9;INSCRIPCIO INDEGUDA;14;baixa
2003;9;EMIGRACIO;391;baixa
2003;9;DEFUNCIO;62;baixa
2003;10;INSCRIPCIO INDEGUDA;9;baixa
2003;10;EMIGRACIO;359;baixa
2003;10;DEFUNCIO;78;baixa
2003;11;INSCRIPCIO INDEGUDA;2;baixa
2003;11;EMIGRACIO;251;baixa
2003;11;DEFUNCIO;70;baixa
2003;12;INSCRIPCIO INDEGUDA;8;baixa
2003;12;EMIGRACIO;332;baixa
2003;12;DEFUNCIO;101;baixa
2002;1;INSCRIPCIO INDEGUDA;3;baixa
2002;1;EMIGRACIO;258;baixa
2002;1;DEFUNCIO;105;baixa
2002;2;INSCRIPCIO INDEGUDA;10;baixa
2002;2;EMIGRACIO;230;baixa
2002;2;DEFUNCIO;96;baixa
2002;3;INSCRIPCIO INDEGUDA;20;baixa
2002;3;EMIGRACIO;171;baixa
2002;3;DEFUNCIO;98;baixa
2002;4;INSCRIPCIO INDEGUDA;45;baixa
2002;4;EMIGRACIO;210;baixa
2002;4;DEFUNCIO;72;baixa
2002;5;INSCRIPCIO INDEGUDA;31;baixa
2002;5;EMIGRACIO;208;baixa
2002;5;DEFUNCIO;84;baixa
2002;6;INSCRIPCIO INDEGUDA;58;baixa
2002;6;EMIGRACIO;221;baixa
2002;6;DEFUNCIO;82;baixa
2002;7;INSCRIPCIO INDEGUDA;35;baixa
2002;7;EMIGRACIO;220;baixa
2002;7;DEFUNCIO;66;baixa
2002;8;INSCRIPCIO INDEGUDA;18;baixa
2002;8;EMIGRACIO;226;baixa
2002;8;DEFUNCIO;76;baixa
2002;9;INSCRIPCIO INDEGUDA;3;baixa
2002;9;EMIGRACIO;286;baixa
2002;9;DEFUNCIO;71;baixa
2002;10;INSCRIPCIO INDEGUDA;7;baixa
2002;10;EMIGRACIO;304;baixa
2002;10;DEFUNCIO;69;baixa
2002;11;INSCRIPCIO INDEGUDA;7;baixa
2002;11;EMIGRACIO;263;baixa
2002;11;DEFUNCIO;77;baixa
2002;12;INSCRIPCIO INDEGUDA;6;baixa
2002;12;EMIGRACIO;278;baixa
2002;12;DEFUNCIO;81;baixa
2001;1;INSCRIPCIO INDEGUDA;75;baixa
2001;1;EMIGRACIO;163;baixa
2001;1;DEFUNCIO;67;baixa
2001;2;INSCRIPCIO INDEGUDA;24;baixa
2001;2;EMIGRACIO;142;baixa
2001;2;DEFUNCIO;73;baixa
2001;3;INSCRIPCIO INDEGUDA;52;baixa
2001;3;EMIGRACIO;181;baixa
2001;3;DEFUNCIO;86;baixa
2001;4;INSCRIPCIO INDEGUDA;32;baixa
2001;4;EMIGRACIO;154;baixa
2001;4;DEFUNCIO;70;baixa
2001;5;INSCRIPCIO INDEGUDA;43;baixa
2001;5;EMIGRACIO;202;baixa
2001;5;DEFUNCIO;68;baixa
2001;6;INSCRIPCIO INDEGUDA;40;baixa
2001;6;EMIGRACIO;186;baixa
2001;6;DEFUNCIO;74;baixa
2001;7;INSCRIPCIO INDEGUDA;31;baixa
2001;7;EMIGRACIO;187;baixa
2001;7;DEFUNCIO;75;baixa
2001;8;INSCRIPCIO INDEGUDA;24;baixa
2001;8;EMIGRACIO;193;baixa
2001;8;DEFUNCIO;98;baixa
2001;9;INSCRIPCIO INDEGUDA;50;baixa
2001;9;EMIGRACIO;187;baixa
2001;9;DEFUNCIO;69;baixa
2001;10;INSCRIPCIO INDEGUDA;39;baixa
2001;10;EMIGRACIO;211;baixa
2001;10;DEFUNCIO;72;baixa
2001;11;INSCRIPCIO INDEGUDA;217;baixa
2001;11;EMIGRACIO;463;baixa
2001;11;DEFUNCIO;82;baixa
2001;12;INSCRIPCIO INDEGUDA;8;baixa
2001;12;EMIGRACIO;200;baixa
2001;12;DEFUNCIO;83;baixa
2000;1;INSCRIPCIO INDEGUDA;8;baixa
2000;1;EMIGRACIO;178;baixa
2000;1;DEFUNCIO;99;baixa
2000;2;INSCRIPCIO INDEGUDA;8;baixa
2000;2;EMIGRACIO;185;baixa
2000;2;DEFUNCIO;70;baixa
2000;3;INSCRIPCIO INDEGUDA;16;baixa
2000;3;EMIGRACIO;222;baixa
2000;3;DEFUNCIO;64;baixa
2000;4;INSCRIPCIO INDEGUDA;8;baixa
2000;4;EMIGRACIO;203;baixa
2000;4;DEFUNCIO;72;baixa
2000;5;INSCRIPCIO INDEGUDA;15;baixa
2000;5;EMIGRACIO;209;baixa
2000;5;DEFUNCIO;61;baixa
2000;6;INSCRIPCIO INDEGUDA;37;baixa
2000;6;EMIGRACIO;169;baixa
2000;6;DEFUNCIO;69;baixa
2000;7;INSCRIPCIO INDEGUDA;40;baixa
2000;7;EMIGRACIO;145;baixa
2000;7;DEFUNCIO;70;baixa
2000;8;INSCRIPCIO INDEGUDA;60;baixa
2000;8;EMIGRACIO;159;baixa
2000;8;DEFUNCIO;60;baixa
2000;9;INSCRIPCIO INDEGUDA;42;baixa
2000;9;EMIGRACIO;191;baixa
2000;9;DEFUNCIO;45;baixa
2000;10;INSCRIPCIO INDEGUDA;64;baixa
2000;10;EMIGRACIO;171;baixa
2000;10;DEFUNCIO;75;baixa
2000;11;INSCRIPCIO INDEGUDA;32;baixa
2000;11;EMIGRACIO;139;baixa
2000;11;DEFUNCIO;76;baixa
2000;12;INSCRIPCIO INDEGUDA;36;baixa
2000;12;EMIGRACIO;145;baixa
2000;12;DEFUNCIO;73;baixa
1999;1;INSCRIPCIO INDEGUDA;18;baixa
1999;1;EMIGRACIO;175;baixa
1999;1;DEFUNCIO;96;baixa
1999;2;INSCRIPCIO INDEGUDA;22;baixa
1999;2;EMIGRACIO;181;baixa
1999;2;DEFUNCIO;98;baixa
