comunitatsAut;provincia;municipi;tipus;periode;total;codi_postal;poblacio;any;mes
09 Cataluña;Tarragona;43140 Santa Oliva;Plazas por vivienda turística;2021M08;8,29;43140;Santa Oliva;2021;08
09 Cataluña;Tarragona;43140 Santa Oliva;Plazas por vivienda turística;2021M02;8,5;43140;Santa Oliva;2021;02
09 Cataluña;Tarragona;43140 Santa Oliva;Plazas por vivienda turística;2020M08;8,2;43140;Santa Oliva;2020;08
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2024M11;1;43142;Sarral;2024;11
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2024M08;1;43142;Sarral;2024;08
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2024M02;1;43142;Sarral;2024;02
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2023M08;1;43142;Sarral;2023;08
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2023M02;1;43142;Sarral;2023;02
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2022M08;1;43142;Sarral;2022;08
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2022M02;1;43142;Sarral;2022;02
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2021M08;2;43142;Sarral;2021;08
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2021M02;2;43142;Sarral;2021;02
09 Cataluña;Tarragona;43142 Sarral;Viviendas turísticas;2020M08;3;43142;Sarral;2020;08
09 Cataluña;Tarragona;43142 Sarral;Plazas;2024M11;6;43142;Sarral;2024;11
09 Cataluña;Tarragona;43142 Sarral;Plazas;2024M08;6;43142;Sarral;2024;08
09 Cataluña;Tarragona;43142 Sarral;Plazas;2024M02;6;43142;Sarral;2024;02
09 Cataluña;Tarragona;43142 Sarral;Plazas;2023M08;6;43142;Sarral;2023;08
09 Cataluña;Tarragona;43142 Sarral;Plazas;2023M02;6;43142;Sarral;2023;02
09 Cataluña;Tarragona;43142 Sarral;Plazas;2022M08;6;43142;Sarral;2022;08
09 Cataluña;Tarragona;43142 Sarral;Plazas;2022M02;6;43142;Sarral;2022;02
09 Cataluña;Tarragona;43142 Sarral;Plazas;2021M08;18;43142;Sarral;2021;08
09 Cataluña;Tarragona;43142 Sarral;Plazas;2021M02;12;43142;Sarral;2021;02
09 Cataluña;Tarragona;43142 Sarral;Plazas;2020M08;24;43142;Sarral;2020;08
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2024M11;6;43142;Sarral;2024;11
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2024M08;6;43142;Sarral;2024;08
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2024M02;6;43142;Sarral;2024;02
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2023M08;6;43142;Sarral;2023;08
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2023M02;6;43142;Sarral;2023;02
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2022M08;6;43142;Sarral;2022;08
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2022M02;6;43142;Sarral;2022;02
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2021M08;9;43142;Sarral;2021;08
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2021M02;6;43142;Sarral;2021;02
09 Cataluña;Tarragona;43142 Sarral;Plazas por vivienda turística;2020M08;8;43142;Sarral;2020;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2024M11;2;43143;Savallà del Comtat;2024;11
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2024M08;2;43143;Savallà del Comtat;2024;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2024M02;2;43143;Savallà del Comtat;2024;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2023M08;3;43143;Savallà del Comtat;2023;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2023M02;2;43143;Savallà del Comtat;2023;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2022M08;3;43143;Savallà del Comtat;2022;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2022M02;3;43143;Savallà del Comtat;2022;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2021M08;3;43143;Savallà del Comtat;2021;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2021M02;3;43143;Savallà del Comtat;2021;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Viviendas turísticas;2020M08;3;43143;Savallà del Comtat;2020;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2024M11;22;43143;Savallà del Comtat;2024;11
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2024M08;22;43143;Savallà del Comtat;2024;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2024M02;20;43143;Savallà del Comtat;2024;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2023M08;33;43143;Savallà del Comtat;2023;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2023M02;23;43143;Savallà del Comtat;2023;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2022M08;29;43143;Savallà del Comtat;2022;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2022M02;29;43143;Savallà del Comtat;2022;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2021M08;29;43143;Savallà del Comtat;2021;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2021M02;27;43143;Savallà del Comtat;2021;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas;2020M08;29;43143;Savallà del Comtat;2020;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2024M11;11;43143;Savallà del Comtat;2024;11
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2024M08;11;43143;Savallà del Comtat;2024;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2024M02;10;43143;Savallà del Comtat;2024;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2023M08;11;43143;Savallà del Comtat;2023;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2023M02;11,5;43143;Savallà del Comtat;2023;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2022M08;9,67;43143;Savallà del Comtat;2022;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2022M02;9,67;43143;Savallà del Comtat;2022;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2021M08;9,67;43143;Savallà del Comtat;2021;08
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2021M02;9;43143;Savallà del Comtat;2021;02
09 Cataluña;Tarragona;43143 Savallà del Comtat;Plazas por vivienda turística;2020M08;9,67;43143;Savallà del Comtat;2020;08
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2024M11;4;43144;Secuita;2024;11
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2024M08;4;43144;Secuita;2024;08
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2024M02;4;43144;Secuita;2024;02
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2023M08;4;43144;Secuita;2023;08
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2023M02;3;43144;Secuita;2023;02
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2022M08;5;43144;Secuita;2022;08
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2022M02;4;43144;Secuita;2022;02
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2021M08;3;43144;Secuita;2021;08
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2021M02;2;43144;Secuita;2021;02
09 Cataluña;Tarragona;43144 Secuita;Viviendas turísticas;2020M08;2;43144;Secuita;2020;08
09 Cataluña;Tarragona;43144 Secuita;Plazas;2024M11;27;43144;Secuita;2024;11
09 Cataluña;Tarragona;43144 Secuita;Plazas;2024M08;27;43144;Secuita;2024;08
09 Cataluña;Tarragona;43144 Secuita;Plazas;2024M02;27;43144;Secuita;2024;02
09 Cataluña;Tarragona;43144 Secuita;Plazas;2023M08;27;43144;Secuita;2023;08
09 Cataluña;Tarragona;43144 Secuita;Plazas;2023M02;15;43144;Secuita;2023;02
09 Cataluña;Tarragona;43144 Secuita;Plazas;2022M08;29;43144;Secuita;2022;08
09 Cataluña;Tarragona;43144 Secuita;Plazas;2022M02;26;43144;Secuita;2022;02
09 Cataluña;Tarragona;43144 Secuita;Plazas;2021M08;10;43144;Secuita;2021;08
09 Cataluña;Tarragona;43144 Secuita;Plazas;2021M02;6;43144;Secuita;2021;02
09 Cataluña;Tarragona;43144 Secuita;Plazas;2020M08;6;43144;Secuita;2020;08
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2024M11;6,75;43144;Secuita;2024;11
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2024M08;6,75;43144;Secuita;2024;08
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2024M02;6,75;43144;Secuita;2024;02
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2023M08;6,75;43144;Secuita;2023;08
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2023M02;5;43144;Secuita;2023;02
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2022M08;5,8;43144;Secuita;2022;08
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2022M02;6,5;43144;Secuita;2022;02
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2021M08;3,33;43144;Secuita;2021;08
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2021M02;3;43144;Secuita;2021;02
09 Cataluña;Tarragona;43144 Secuita;Plazas por vivienda turística;2020M08;3;43144;Secuita;2020;08
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2024M11;6;43145;Selva del Camp;2024;11
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2024M08;7;43145;Selva del Camp;2024;08
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2024M02;6;43145;Selva del Camp;2024;02
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2023M08;6;43145;Selva del Camp;2023;08
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2023M02;5;43145;Selva del Camp;2023;02
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2022M08;9;43145;Selva del Camp;2022;08
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2022M02;9;43145;Selva del Camp;2022;02
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2021M08;10;43145;Selva del Camp;2021;08
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2021M02;5;43145;Selva del Camp;2021;02
09 Cataluña;Tarragona;43145 Selva del Camp;Viviendas turísticas;2020M08;7;43145;Selva del Camp;2020;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2024M11;38;43145;Selva del Camp;2024;11
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2024M08;44;43145;Selva del Camp;2024;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2024M02;41;43145;Selva del Camp;2024;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2023M08;41;43145;Selva del Camp;2023;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2023M02;37;43145;Selva del Camp;2023;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2022M08;70;43145;Selva del Camp;2022;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2022M02;78;43145;Selva del Camp;2022;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2021M08;95;43145;Selva del Camp;2021;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2021M02;55;43145;Selva del Camp;2021;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas;2020M08;70;43145;Selva del Camp;2020;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2024M11;6,33;43145;Selva del Camp;2024;11
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2024M08;6,29;43145;Selva del Camp;2024;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2024M02;6,83;43145;Selva del Camp;2024;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2023M08;6,83;43145;Selva del Camp;2023;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2023M02;7,4;43145;Selva del Camp;2023;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2022M08;7,78;43145;Selva del Camp;2022;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2022M02;8,67;43145;Selva del Camp;2022;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2021M08;9,5;43145;Selva del Camp;2021;08
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2021M02;11;43145;Selva del Camp;2021;02
09 Cataluña;Tarragona;43145 Selva del Camp;Plazas por vivienda turística;2020M08;10;43145;Selva del Camp;2020;08
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2024M11;2;43146;Senan;2024;11
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2024M08;2;43146;Senan;2024;08
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2024M02;2;43146;Senan;2024;02
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2023M08;1;43146;Senan;2023;08
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2023M02;1;43146;Senan;2023;02
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2022M08;1;43146;Senan;2022;08
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2022M02;1;43146;Senan;2022;02
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2021M08;1;43146;Senan;2021;08
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2021M02;1;43146;Senan;2021;02
09 Cataluña;Tarragona;43146 Senan;Viviendas turísticas;2020M08;1;43146;Senan;2020;08
09 Cataluña;Tarragona;43146 Senan;Plazas;2024M11;12;43146;Senan;2024;11
09 Cataluña;Tarragona;43146 Senan;Plazas;2024M08;12;43146;Senan;2024;08
09 Cataluña;Tarragona;43146 Senan;Plazas;2024M02;12;43146;Senan;2024;02
09 Cataluña;Tarragona;43146 Senan;Plazas;2023M08;8;43146;Senan;2023;08
09 Cataluña;Tarragona;43146 Senan;Plazas;2023M02;8;43146;Senan;2023;02
09 Cataluña;Tarragona;43146 Senan;Plazas;2022M08;8;43146;Senan;2022;08
09 Cataluña;Tarragona;43146 Senan;Plazas;2022M02;8;43146;Senan;2022;02
09 Cataluña;Tarragona;43146 Senan;Plazas;2021M08;8;43146;Senan;2021;08
09 Cataluña;Tarragona;43146 Senan;Plazas;2021M02;8;43146;Senan;2021;02
09 Cataluña;Tarragona;43146 Senan;Plazas;2020M08;8;43146;Senan;2020;08
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2024M11;6;43146;Senan;2024;11
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2024M08;6;43146;Senan;2024;08
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2024M02;6;43146;Senan;2024;02
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2023M08;8;43146;Senan;2023;08
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2023M02;8;43146;Senan;2023;02
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2022M08;8;43146;Senan;2022;08
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2022M02;8;43146;Senan;2022;02
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2021M08;8;43146;Senan;2021;08
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2021M02;8;43146;Senan;2021;02
09 Cataluña;Tarragona;43146 Senan;Plazas por vivienda turística;2020M08;8;43146;Senan;2020;08
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2024M11;0;43147;Solivella;2024;11
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2024M08;1;43147;Solivella;2024;08
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2024M02;1;43147;Solivella;2024;02
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2023M08;1;43147;Solivella;2023;08
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2023M02;1;43147;Solivella;2023;02
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2022M08;1;43147;Solivella;2022;08
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2022M02;1;43147;Solivella;2022;02
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2021M08;2;43147;Solivella;2021;08
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2021M02;2;43147;Solivella;2021;02
09 Cataluña;Tarragona;43147 Solivella;Viviendas turísticas;2020M08;2;43147;Solivella;2020;08
09 Cataluña;Tarragona;43147 Solivella;Plazas;2024M11;0;43147;Solivella;2024;11
09 Cataluña;Tarragona;43147 Solivella;Plazas;2024M08;4;43147;Solivella;2024;08
09 Cataluña;Tarragona;43147 Solivella;Plazas;2024M02;4;43147;Solivella;2024;02
09 Cataluña;Tarragona;43147 Solivella;Plazas;2023M08;4;43147;Solivella;2023;08
09 Cataluña;Tarragona;43147 Solivella;Plazas;2023M02;4;43147;Solivella;2023;02
09 Cataluña;Tarragona;43147 Solivella;Plazas;2022M08;4;43147;Solivella;2022;08
09 Cataluña;Tarragona;43147 Solivella;Plazas;2022M02;4;43147;Solivella;2022;02
09 Cataluña;Tarragona;43147 Solivella;Plazas;2021M08;11;43147;Solivella;2021;08
09 Cataluña;Tarragona;43147 Solivella;Plazas;2021M02;11;43147;Solivella;2021;02
09 Cataluña;Tarragona;43147 Solivella;Plazas;2020M08;11;43147;Solivella;2020;08
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2024M11;..;43147;Solivella;2024;11
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2024M08;4;43147;Solivella;2024;08
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2024M02;4;43147;Solivella;2024;02
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2023M08;4;43147;Solivella;2023;08
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2023M02;4;43147;Solivella;2023;02
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2022M08;4;43147;Solivella;2022;08
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2022M02;4;43147;Solivella;2022;02
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2021M08;5,5;43147;Solivella;2021;08
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2021M02;5,5;43147;Solivella;2021;02
09 Cataluña;Tarragona;43147 Solivella;Plazas por vivienda turística;2020M08;5,5;43147;Solivella;2020;08
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2024M11;8;43044;Sénia;2024;11
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2024M08;7;43044;Sénia;2024;08
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2024M02;8;43044;Sénia;2024;02
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2023M08;10;43044;Sénia;2023;08
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2023M02;9;43044;Sénia;2023;02
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2022M08;9;43044;Sénia;2022;08
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2022M02;2;43044;Sénia;2022;02
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2021M08;3;43044;Sénia;2021;08
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2021M02;2;43044;Sénia;2021;02
09 Cataluña;Tarragona;43044 Sénia;Viviendas turísticas;2020M08;2;43044;Sénia;2020;08
09 Cataluña;Tarragona;43044 Sénia;Plazas;2024M11;50;43044;Sénia;2024;11
09 Cataluña;Tarragona;43044 Sénia;Plazas;2024M08;48;43044;Sénia;2024;08
09 Cataluña;Tarragona;43044 Sénia;Plazas;2024M02;54;43044;Sénia;2024;02
09 Cataluña;Tarragona;43044 Sénia;Plazas;2023M08;66;43044;Sénia;2023;08
09 Cataluña;Tarragona;43044 Sénia;Plazas;2023M02;59;43044;Sénia;2023;02
09 Cataluña;Tarragona;43044 Sénia;Plazas;2022M08;59;43044;Sénia;2022;08
09 Cataluña;Tarragona;43044 Sénia;Plazas;2022M02;12;43044;Sénia;2022;02
09 Cataluña;Tarragona;43044 Sénia;Plazas;2021M08;17;43044;Sénia;2021;08
09 Cataluña;Tarragona;43044 Sénia;Plazas;2021M02;21;43044;Sénia;2021;02
09 Cataluña;Tarragona;43044 Sénia;Plazas;2020M08;21;43044;Sénia;2020;08
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2024M11;6,25;43044;Sénia;2024;11
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2024M08;6,86;43044;Sénia;2024;08
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2024M02;6,75;43044;Sénia;2024;02
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2023M08;6,6;43044;Sénia;2023;08
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2023M02;6,56;43044;Sénia;2023;02
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2022M08;6,56;43044;Sénia;2022;08
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2022M02;6;43044;Sénia;2022;02
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2021M08;5,67;43044;Sénia;2021;08
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2021M02;10,5;43044;Sénia;2021;02
09 Cataluña;Tarragona;43044 Sénia;Plazas por vivienda turística;2020M08;10,5;43044;Sénia;2020;08
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2024M11;733;43148;Tarragona;2024;11
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2024M08;796;43148;Tarragona;2024;08
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2024M02;742;43148;Tarragona;2024;02
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2023M08;725;43148;Tarragona;2023;08
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2023M02;591;43148;Tarragona;2023;02
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2022M08;627;43148;Tarragona;2022;08
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2022M02;567;43148;Tarragona;2022;02
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2021M08;601;43148;Tarragona;2021;08
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2021M02;574;43148;Tarragona;2021;02
09 Cataluña;Tarragona;43148 Tarragona;Viviendas turísticas;2020M08;679;43148;Tarragona;2020;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2024M11;3.362;43148;Tarragona;2024;11
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2024M08;3.713;43148;Tarragona;2024;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2024M02;3.317;43148;Tarragona;2024;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2023M08;3.308;43148;Tarragona;2023;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2023M02;2.690;43148;Tarragona;2023;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2022M08;2.948;43148;Tarragona;2022;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2022M02;2.595;43148;Tarragona;2022;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2021M08;2.802;43148;Tarragona;2021;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2021M02;2.615;43148;Tarragona;2021;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas;2020M08;3.200;43148;Tarragona;2020;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2024M11;4,59;43148;Tarragona;2024;11
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2024M08;4,66;43148;Tarragona;2024;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2024M02;4,47;43148;Tarragona;2024;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2023M08;4,56;43148;Tarragona;2023;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2023M02;4,55;43148;Tarragona;2023;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2022M08;4,7;43148;Tarragona;2022;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2022M02;4,58;43148;Tarragona;2022;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2021M08;4,66;43148;Tarragona;2021;08
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2021M02;4,56;43148;Tarragona;2021;02
09 Cataluña;Tarragona;43148 Tarragona;Plazas por vivienda turística;2020M08;4,71;43148;Tarragona;2020;08
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2024M11;6;43149;Tivenys;2024;11
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2024M08;7;43149;Tivenys;2024;08
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2024M02;6;43149;Tivenys;2024;02
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2023M08;6;43149;Tivenys;2023;08
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2023M02;5;43149;Tivenys;2023;02
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2022M08;5;43149;Tivenys;2022;08
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2022M02;4;43149;Tivenys;2022;02
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2021M08;4;43149;Tivenys;2021;08
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2021M02;4;43149;Tivenys;2021;02
09 Cataluña;Tarragona;43149 Tivenys;Viviendas turísticas;2020M08;5;43149;Tivenys;2020;08
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2024M11;25;43149;Tivenys;2024;11
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2024M08;29;43149;Tivenys;2024;08
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2024M02;25;43149;Tivenys;2024;02
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2023M08;25;43149;Tivenys;2023;08
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2023M02;20;43149;Tivenys;2023;02
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2022M08;18;43149;Tivenys;2022;08
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2022M02;16;43149;Tivenys;2022;02
09 Cataluña;Tarragona;43149 Tivenys;Plazas;2021M08;16;43149;Tivenys;2021;08
